Timestamp,Frequencia_MHz,RSSI_dBm
2025-11-23T16:15:44.373608,439.4,-90
2025-11-23T16:15:44.378665,439.5,-88
2025-11-23T16:15:44.383593,439.6,-89
2025-11-23T16:15:44.388654,439.7,-91
2025-11-23T16:15:44.393590,439.8,-89
2025-11-23T16:15:44.398607,439.9,-87
2025-11-23T16:15:44.403615,440.0,-85
2025-11-23T16:15:44.908705,430.0,-89
2025-11-23T16:15:44.915612,430.1,-85
2025-11-23T16:15:44.920457,430.2,-89
2025-11-23T16:15:44.924120,430.3,-87
2025-11-23T16:15:44.929007,430.4,-85
2025-11-23T16:15:44.936589,430.5,-88
2025-11-23T16:15:44.938688,430.6,-89
2025-11-23T16:15:44.943643,430.7,-88
2025-11-23T16:15:44.948648,430.8,-88
2025-11-23T16:15:44.956010,430.9,-87
2025-11-23T16:15:44.960646,431.0,-89
2025-11-23T16:15:44.963618,431.1,-90
2025-11-23T16:15:44.968628,431.2,-89
2025-11-23T16:15:44.973588,431.3,-87
2025-11-23T16:15:44.978618,431.4,-89
2025-11-23T16:15:44.983604,431.5,-90
2025-11-23T16:15:44.988661,431.6,-90
2025-11-23T16:15:44.993591,431.7,-91
2025-11-23T16:15:44.998626,431.8,-89
2025-11-23T16:15:45.003706,431.9,-86
2025-11-23T16:15:45.008618,432.0,-87
2025-11-23T16:15:45.013634,432.1,-85
2025-11-23T16:15:45.018701,432.2,-87
2025-11-23T16:15:45.023649,432.3,-87
2025-11-23T16:15:45.028610,432.4,-89
2025-11-23T16:15:45.033597,432.5,-89
2025-11-23T16:15:45.038629,432.6,-83
2025-11-23T16:15:45.043629,432.7,-86
2025-11-23T16:15:45.048610,432.8,-89
2025-11-23T16:15:45.053704,432.9,-85
2025-11-23T16:15:45.058603,433.0,-84
2025-11-23T16:15:45.063619,433.1,-84
2025-11-23T16:15:45.068668,433.2,-85
2025-11-23T16:15:45.073623,433.3,-87
2025-11-23T16:15:45.078656,433.4,-88
2025-11-23T16:15:45.083649,433.5,-86
2025-11-23T16:15:45.088610,433.6,-91
2025-11-23T16:15:45.093648,433.7,-86
2025-11-23T16:15:45.098594,433.8,-92
2025-11-23T16:15:45.103635,433.9,-88
2025-11-23T16:15:45.108608,434.0,-89
2025-11-23T16:15:45.113594,434.1,-89
2025-11-23T16:15:45.118666,434.2,-87
2025-11-23T16:15:45.123611,434.3,-89
2025-11-23T16:15:45.128620,434.4,-89
2025-11-23T16:15:45.133606,434.5,-89
2025-11-23T16:15:45.138684,434.6,-90
2025-11-23T16:15:45.143614,434.7,-90
2025-11-23T16:15:45.148606,434.8,-89
2025-11-23T16:15:45.153673,434.9,-92
2025-11-23T16:15:45.158632,435.0,-87
2025-11-23T16:15:45.163609,435.1,-86
2025-11-23T16:15:45.168632,435.2,-88
2025-11-23T16:15:45.173585,435.3,-89
2025-11-23T16:15:45.178601,435.4,-91
2025-11-23T16:15:45.183648,435.5,-86
2025-11-23T16:15:45.188624,435.6,-89
2025-11-23T16:15:45.193638,435.7,-87
2025-11-23T16:15:45.198615,435.8,-89
2025-11-23T16:15:45.203654,435.9,-86
2025-11-23T16:15:45.208593,436.0,-88
2025-11-23T16:15:45.213636,436.1,-86
2025-11-23T16:15:45.218622,436.2,-89
2025-11-23T16:15:45.223625,436.3,-87
2025-11-23T16:15:45.228590,436.4,-86
2025-11-23T16:15:45.233638,436.5,-87
