Timestamp_PC,Raw_Hex,NMEA
10:27:33.577,04859D3324000000000000000000000000000000000594,"!AIVDM,1,1,,A,18FM<j@000000000000000000000,0*02"
10:27:37.964,04EAA24674000000000000000000000000000000003B15,"!AIVDM,1,1,,A,1>bRAW@000000000000000000000,0*7F"
10:27:42.283,0479E351AC000000000000000000000000000000006834,"!AIVDM,1,1,,A,17WSDJh000000000000000000000,0*72"
10:27:46.610,04D7636CB800000000000000000000000000000000EDE3,"!AIVDM,1,1,,A,1=MSK;P000000000000000000000,0*24"
10:27:50.941,0427B9E8780000000000000000000000000000000047F5,"!AIVDM,1,1,,A,12Nqr7P000000000000000000000,0*3F"
10:27:55.260,04D9262AF000000000000000000000000000000000BEEB,"!AIVDM,1,1,,A,1=TV:g0000000000000000000000,0*75"
10:27:59.573,046C493DE400000000000000000000000000000000DED6,"!AIVDM,1,1,,A,16i9?N@000000000000000000000,0*70"
10:28:03.890,04A3AEC108000000000000000000000000000000005F06,"!AIVDM,1,1,,A,1:>fh@P000000000000000000000,0*3D"
